L0	L1	L2	L3	L4
06.11.1910	11.1910	Q4 1910	1910	*
13.06.1922	06.1922	Q2 1922	1922	*
13.02.1884	02.1884	Q1 1884	1884	*
13.02.2012	02.2012	Q1 2012	2012	*
28.04.2016	04.2016	Q2 2016	2016	*
06.03.1860	03.1860	Q1 1860	1860	*
24.06.1856	06.1856	Q2 1856	1856	*
01.08.1896	08.1896	Q3 1896	1896	*
23.06.1919	06.1919	Q2 1919	1919	*
07.03.1901	03.1901	Q1 1901	1901	*
24.12.1872	12.1872	Q4 1872	1872	*
26.09.1859	09.1859	Q3 1859	1859	*
23.07.1905	07.1905	Q3 1905	1905	*
11.03.1894	03.1894	Q1 1894	1894	*
02.09.1982	09.1982	Q3 1982	1982	*
16.05.1860	05.1860	Q2 1860	1860	*
13.10.1929	10.1929	Q4 1929	1929	*
11.11.1916	11.1916	Q4 1916	1916	*
01.10.1963	10.1963	Q4 1963	1963	*
02.05.1850	05.1850	Q2 1850	1850	*
20.05.1930	05.1930	Q2 1930	1930	*
27.10.1986	10.1986	Q4 1986	1986	*
05.1993	05.1993	Q2 1993	1993	*
17.07.1937	07.1937	Q3 1937	1937	*
31.07.1949	07.1949	Q3 1949	1949	*
30.07.1956	07.1956	Q3 1956	1956	*
20.08.1874	08.1874	Q3 1874	1874	*
03.11.1975	11.1975	Q4 1975	1975	*
12.12.1988	12.1988	Q4 1988	1988	*
04.1859	04.1859	Q2 1859	1859	*
01.12.1945	12.1945	Q4 1945	1945	*
18.10.1946	10.1946	Q4 1946	1946	*
05.08.1893	08.1893	Q3 1893	1893	*
24.02.1979	02.1979	Q1 1979	1979	*
01.04.1905	04.1905	Q2 1905	1905	*
21.09.1929	09.1929	Q3 1929	1929	*
25.10.1995	10.1995	Q4 1995	1995	*
18.08.1855	08.1855	Q3 1855	1855	*
31.07.1914	07.1914	Q3 1914	1914	*
10.10.1995	10.1995	Q4 1995	1995	*
30.11.1886	11.1886	Q4 1886	1886	*
03.09.1941	09.1941	Q3 1941	1941	*
06.04.1961	04.1961	Q2 1961	1961	*
05.1994	05.1994	Q2 1994	1994	*
15.05.1882	05.1882	Q2 1882	1882	*
09.06.1933	06.1933	Q2 1933	1933	*
07.09.2021	09.2021	Q3 2021	2021	*
24.06.1903	06.1903	Q2 1903	1903	*
15.02.1912	02.1912	Q1 1912	1912	*
05.09.1940	09.1940	Q3 1940	1940	*
13.10.1946	10.1946	Q4 1946	1946	*
25.04.1925	04.1925	Q2 1925	1925	*
26.11.1962	11.1962	Q4 1962	1962	*
28.01.1884	01.1884	Q1 1884	1884	*
20.12.1916	12.1916	Q4 1916	1916	*
06.09.1947	09.1947	Q3 1947	1947	*
15.02.2014	02.2014	Q1 2014	2014	*
02.09.1890	09.1890	Q3 1890	1890	*
06.01.1852	01.1852	Q1 1852	1852	*
16.10.1873	10.1873	Q4 1873	1873	*
29.12.1874	12.1874	Q4 1874	1874	*
16.05.1980	05.1980	Q2 1980	1980	*
14.08.1957	08.1957	Q3 1957	1957	*
10.12.1958	12.1958	Q4 1958	1958	*
19.09.1870	09.1870	Q3 1870	1870	*
26.06.1876	06.1876	Q2 1876	1876	*
27.06.1906	06.1906	Q2 1906	1906	*
13.03.1883	03.1883	Q1 1883	1883	*
15.05.1884	05.1884	Q2 1884	1884	*
31.10.1915	10.1915	Q4 1915	1915	*
08.05.1939	05.1939	Q2 1939	1939	*
21.07.1947	07.1947	Q3 1947	1947	*
02.1904	02.1904	Q1 1904	1904	*
23.12.1894	12.1894	Q4 1894	1894	*
08.04.1936	04.1936	Q2 1936	1936	*
06.04.1881	04.1881	Q2 1881	1881	*
11.11.1889	11.1889	Q4 1889	1889	*
16.03.1904	03.1904	Q1 1904	1904	*
22.05.1914	05.1914	Q2 1914	1914	*
25.05.1921	05.1921	Q2 1921	1921	*
22.06.1939	06.1939	Q2 1939	1939	*
19.08.1899	08.1899	Q3 1899	1899	*
31.08.1986	08.1986	Q3 1986	1986	*
23.08.1867	08.1867	Q3 1867	1867	*
26.07.1985	07.1985	Q3 1985	1985	*
17.09.1877	09.1877	Q3 1877	1877	*
30.10.2003	10.2003	Q4 2003	2003	*
25.06.1972	06.1972	Q2 1972	1972	*
14.12.1902	12.1902	Q4 1902	1902	*
03.01.1949	01.1949	Q1 1949	1949	*
26.12.1987	12.1987	Q4 1987	1987	*
29.06.2005	06.2005	Q2 2005	2005	*
18.04.1911	04.1911	Q2 1911	1911	*
23.12.1914	12.1914	Q4 1914	1914	*
15.03.1885	03.1885	Q1 1885	1885	*
24.08.2000	08.2000	Q3 2000	2000	*
12.2007	12.2007	Q4 2007	2007	*
05.11.1944	11.1944	Q4 1944	1944	*
23.02.1998	02.1998	Q1 1998	1998	*
19.08.2008	08.2008	Q3 2008	2008	*
02.03.1993	03.1993	Q1 1993	1993	*
01.02.2010	02.2010	Q1 2010	2010	*
12.09.1922	09.1922	Q3 1922	1922	*
25.08.1980	08.1980	Q3 1980	1980	*
19.06.2013	06.2013	Q2 2013	2013	*
03.07.1931	07.1931	Q3 1931	1931	*
13.02.1921	02.1921	Q1 1921	1921	*
15.03.1920	03.1920	Q1 1920	1920	*
22.08.1915	08.1915	Q3 1915	1915	*
01.1995	01.1995	Q1 1995	1995	*
27.05.1978	05.1978	Q2 1978	1978	*
31.01.1887	01.1887	Q1 1887	1887	*
11.12.1979	12.1979	Q4 1979	1979	*
10.11.1994	11.1994	Q4 1994	1994	*
21.08.1980	08.1980	Q3 1980	1980	*
03.06.1895	06.1895	Q2 1895	1895	*
31.10.2010	10.2010	Q4 2010	2010	*
02.08.2012	08.2012	Q3 2012	2012	*
21.09.2008	09.2008	Q3 2008	2008	*
18.07.1963	07.1963	Q3 1963	1963	*
05.1920	05.1920	Q2 1920	1920	*
17.12.1902	12.1902	Q4 1902	1902	*
01.09.1876	09.1876	Q3 1876	1876	*
23.09.1959	09.1959	Q3 1959	1959	*
05.09.1852	09.1852	Q3 1852	1852	*
27.06.1984	06.1984	Q2 1984	1984	*
22.11.1864	11.1864	Q4 1864	1864	*
18.06.1976	06.1976	Q2 1976	1976	*
19.08.2003	08.2003	Q3 2003	2003	*
16.03.1881	03.1881	Q1 1881	1881	*
09.09.1914	09.1914	Q3 1914	1914	*
06.10.1924	10.1924	Q4 1924	1924	*
02.02.1879	02.1879	Q1 1879	1879	*
01.06.1933	06.1933	Q2 1933	1933	*
06.10.1904	10.1904	Q4 1904	1904	*
09.01.1869	01.1869	Q1 1869	1869	*
02.02.2008	02.2008	Q1 2008	2008	*
11.09.2019	09.2019	Q3 2019	2019	*
01.05.1920	05.1920	Q2 1920	1920	*
18.06.1940	06.1940	Q2 1940	1940	*
19.06.1946	06.1946	Q2 1946	1946	*
18.10.1982	10.1982	Q4 1982	1982	*
02.02.1883	02.1883	Q1 1883	1883	*
19.04.1932	04.1932	Q2 1932	1932	*
01.05.1854	05.1854	Q2 1854	1854	*
11.09.1882	09.1882	Q3 1882	1882	*
15.07.1956	07.1956	Q3 1956	1956	*
11.08.2021	08.2021	Q3 2021	2021	*
28.07.1951	07.1951	Q3 1951	1951	*
06.1929	06.1929	Q2 1929	1929	*
19.09.2019	09.2019	Q3 2019	2019	*
09.02.1969	02.1969	Q1 1969	1969	*
03.04.1974	04.1974	Q2 1974	1974	*
09.09.1922	09.1922	Q3 1922	1922	*
02.05.2004	05.2004	Q2 2004	2004	*
03.06.1917	06.1917	Q2 1917	1917	*
14.06.1893	06.1893	Q2 1893	1893	*
13.11.1975	11.1975	Q4 1975	1975	*
14.07.1960	07.1960	Q3 1960	1960	*
16.07.1922	07.1922	Q3 1922	1922	*
21.01.1909	01.1909	Q1 1909	1909	*
28.12.1973	12.1973	Q4 1973	1973	*
12.09.2005	09.2005	Q3 2005	2005	*
22.01.2013	01.2013	Q1 2013	2013	*
01.12.2010	12.2010	Q4 2010	2010	*
13.03.1931	03.1931	Q1 1931	1931	*
05.10.1894	10.1894	Q4 1894	1894	*
23.03.1976	03.1976	Q1 1976	1976	*
03.08.2019	08.2019	Q3 2019	2019	*
29.05.1862	05.1862	Q2 1862	1862	*
19.08.1937	08.1937	Q3 1937	1937	*
20.05.2004	05.2004	Q2 2004	2004	*
28.04.1861	04.1861	Q2 1861	1861	*
11.06.1922	06.1922	Q2 1922	1922	*
27.02.1971	02.1971	Q1 1971	1971	*
28.02.1921	02.1921	Q1 1921	1921	*
12.09.2000	09.2000	Q3 2000	2000	*
09.05.2012	05.2012	Q2 2012	2012	*
06.10.1944	10.1944	Q4 1944	1944	*
09.04.1908	04.1908	Q2 1908	1908	*
04.1960	04.1960	Q2 1960	1960	*
24.12.1884	12.1884	Q4 1884	1884	*
08.09.1884	09.1884	Q3 1884	1884	*
16.10.1941	10.1941	Q4 1941	1941	*
19.12.1960	12.1960	Q4 1960	1960	*
18.05.2001	05.2001	Q2 2001	2001	*
09.01.1885	01.1885	Q1 1885	1885	*
28.09.1973	09.1973	Q3 1973	1973	*
08.02.2001	02.2001	Q1 2001	2001	*
23.06.1892	06.1892	Q2 1892	1892	*
03.01.1859	01.1859	Q1 1859	1859	*
22.05.1902	05.1902	Q2 1902	1902	*
03.1934	03.1934	Q1 1934	1934	*
19.01.1983	01.1983	Q1 1983	1983	*
02.01.2017	01.2017	Q1 2017	2017	*
29.09.1915	09.1915	Q3 1915	1915	*
19.07.1926	07.1926	Q3 1926	1926	*
16.08.1933	08.1933	Q3 1933	1933	*
18.05.1922	05.1922	Q2 1922	1922	*
27.08.1948	08.1948	Q3 1948	1948	*
03.1885	03.1885	Q1 1885	1885	*
16.10.1875	10.1875	Q4 1875	1875	*
26.11.1904	11.1904	Q4 1904	1904	*
17.07.2003	07.2003	Q3 2003	2003	*
20.05.1887	05.1887	Q2 1887	1887	*
08.05.1925	05.1925	Q2 1925	1925	*
15.06.1956	06.1956	Q2 1956	1956	*
12.07.2008	07.2008	Q3 2008	2008	*
11.03.1874	03.1874	Q1 1874	1874	*
11.04.1976	04.1976	Q2 1976	1976	*
11.1913	11.1913	Q4 1913	1913	*
24.11.1969	11.1969	Q4 1969	1969	*
21.12.2012	12.2012	Q4 2012	2012	*
24.07.2001	07.2001	Q3 2001	2001	*
09.06.2007	06.2007	Q2 2007	2007	*
13.07.1907	07.1907	Q3 1907	1907	*
23.09.1976	09.1976	Q3 1976	1976	*
03.01.2004	01.2004	Q1 2004	2004	*
24.02.1908	02.1908	Q1 1908	1908	*
20.11.1977	11.1977	Q4 1977	1977	*
26.09.1945	09.1945	Q3 1945	1945	*
05.07.2017	07.2017	Q3 2017	2017	*
17.10.1967	10.1967	Q4 1967	1967	*
27.04.1906	04.1906	Q2 1906	1906	*
19.08.1999	08.1999	Q3 1999	1999	*
18.04.2006	04.2006	Q2 2006	2006	*
01.07.1924	07.1924	Q3 1924	1924	*
11.1863	11.1863	Q4 1863	1863	*
10.08.1939	08.1939	Q3 1939	1939	*
09.03.1951	03.1951	Q1 1951	1951	*
13.11.1922	11.1922	Q4 1922	1922	*
29.10.1879	10.1879	Q4 1879	1879	*
16.08.1886	08.1886	Q3 1886	1886	*
01.10.1854	10.1854	Q4 1854	1854	*
15.06.1936	06.1936	Q2 1936	1936	*
09.07.2007	07.2007	Q3 2007	2007	*
14.12.1993	12.1993	Q4 1993	1993	*
02.07.1860	07.1860	Q3 1860	1860	*
30.06.1993	06.1993	Q2 1993	1993	*
28.02.1892	02.1892	Q1 1892	1892	*
29.04.1903	04.1903	Q2 1903	1903	*
12.1896	12.1896	Q4 1896	1896	*
03.11.1859	11.1859	Q4 1859	1859	*
08.10.1918	10.1918	Q4 1918	1918	*
21.01.1957	01.1957	Q1 1957	1957	*
29.06.1959	06.1959	Q2 1959	1959	*
28.04.1986	04.1986	Q2 1986	1986	*
05.05.1873	05.1873	Q2 1873	1873	*
25.01.1969	01.1969	Q1 1969	1969	*
17.10.1880	10.1880	Q4 1880	1880	*
03.02.1897	02.1897	Q1 1897	1897	*
17.06.1870	06.1870	Q2 1870	1870	*
28.12.1949	12.1949	Q4 1949	1949	*
03.05.1876	05.1876	Q2 1876	1876	*
07.04.1897	04.1897	Q2 1897	1897	*
28.07.1984	07.1984	Q3 1984	1984	*
09.02.1977	02.1977	Q1 1977	1977	*
04.08.1966	08.1966	Q3 1966	1966	*
01.11.1943	11.1943	Q4 1943	1943	*
26.02.1993	02.1993	Q1 1993	1993	*
05.08.1912	08.1912	Q3 1912	1912	*
13.04.1869	04.1869	Q2 1869	1869	*
27.01.1927	01.1927	Q1 1927	1927	*
16.07.1951	07.1951	Q3 1951	1951	*
24.10.1862	10.1862	Q4 1862	1862	*
11.09.1876	09.1876	Q3 1876	1876	*
17.12.1941	12.1941	Q4 1941	1941	*
04.04.1960	04.1960	Q2 1960	1960	*
21.10.2007	10.2007	Q4 2007	2007	*
25.06.1986	06.1986	Q2 1986	1986	*
22.07.1903	07.1903	Q3 1903	1903	*
10.11.1871	11.1871	Q4 1871	1871	*
06.03.1867	03.1867	Q1 1867	1867	*
10.09.1866	09.1866	Q3 1866	1866	*
16.06.2005	06.2005	Q2 2005	2005	*
30.03.1969	03.1969	Q1 1969	1969	*
18.11.1980	11.1980	Q4 1980	1980	*
13.07.1944	07.1944	Q3 1944	1944	*
22.10.2001	10.2001	Q4 2001	2001	*
14.07.2005	07.2005	Q3 2005	2005	*
02.1955	02.1955	Q1 1955	1955	*
05.05.1895	05.1895	Q2 1895	1895	*
10.07.1937	07.1937	Q3 1937	1937	*
01.08.1947	08.1947	Q3 1947	1947	*
02.04.1863	04.1863	Q2 1863	1863	*
11.10.1898	10.1898	Q4 1898	1898	*
29.07.1982	07.1982	Q3 1982	1982	*
16.05.2020	05.2020	Q2 2020	2020	*
16.07.1939	07.1939	Q3 1939	1939	*
07.11.1938	11.1938	Q4 1938	1938	*
11.12.1911	12.1911	Q4 1911	1911	*
12.12.1878	12.1878	Q4 1878	1878	*
13.03.1914	03.1914	Q1 1914	1914	*
02.08.1918	08.1918	Q3 1918	1918	*
02.10.1888	10.1888	Q4 1888	1888	*
14.09.1930	09.1930	Q3 1930	1930	*
15.12.2021	12.2021	Q4 2021	2021	*
01.10.1922	10.1922	Q4 1922	1922	*
23.05.1990	05.1990	Q2 1990	1990	*
22.11.1988	11.1988	Q4 1988	1988	*
25.08.1878	08.1878	Q3 1878	1878	*
18.06.1851	06.1851	Q2 1851	1851	*
11.05.1947	05.1947	Q2 1947	1947	*
22.07.1897	07.1897	Q3 1897	1897	*
29.07.1889	07.1889	Q3 1889	1889	*
06.04.1932	04.1932	Q2 1932	1932	*
16.11.1924	11.1924	Q4 1924	1924	*
01.07.1903	07.1903	Q3 1903	1903	*
28.06.1869	06.1869	Q2 1869	1869	*
02.03.2019	03.2019	Q1 2019	2019	*
28.02.1924	02.1924	Q1 1924	1924	*
10.03.1932	03.1932	Q1 1932	1932	*
14.06.1865	06.1865	Q2 1865	1865	*
03.01.1882	01.1882	Q1 1882	1882	*
20.10.1905	10.1905	Q4 1905	1905	*
29.09.1933	09.1933	Q3 1933	1933	*
23.03.1850	03.1850	Q1 1850	1850	*
07.08.1857	08.1857	Q3 1857	1857	*
10.1974	10.1974	Q4 1974	1974	*
04.07.1858	07.1858	Q3 1858	1858	*
14.03.1875	03.1875	Q1 1875	1875	*
21.04.1910	04.1910	Q2 1910	1910	*
25.12.1926	12.1926	Q4 1926	1926	*
09.11.1924	11.1924	Q4 1924	1924	*
16.08.1989	08.1989	Q3 1989	1989	*
08.02.1857	02.1857	Q1 1857	1857	*
31.03.1866	03.1866	Q1 1866	1866	*
01.1932	01.1932	Q1 1932	1932	*
18.11.1938	11.1938	Q4 1938	1938	*
30.11.1851	11.1851	Q4 1851	1851	*
19.02.1983	02.1983	Q1 1983	1983	*
22.10.1899	10.1899	Q4 1899	1899	*
11.05.1910	05.1910	Q2 1910	1910	*
04.05.1881	05.1881	Q2 1881	1881	*
23.11.1888	11.1888	Q4 1888	1888	*
26.10.2006	10.2006	Q4 2006	2006	*
14.05.1887	05.1887	Q2 1887	1887	*
22.11.1885	11.1885	Q4 1885	1885	*
03.04.1851	04.1851	Q2 1851	1851	*
14.06.1957	06.1957	Q2 1957	1957	*
19.10.1883	10.1883	Q4 1883	1883	*
13.06.1892	06.1892	Q2 1892	1892	*
23.01.2012	01.2012	Q1 2012	2012	*
08.01.2013	01.2013	Q1 2013	2013	*
18.01.1900	01.1900	Q1 1900	1900	*
27.03.1951	03.1951	Q1 1951	1951	*
09.11.2001	11.2001	Q4 2001	2001	*
11.05.1981	05.1981	Q2 1981	1981	*
24.05.1862	05.1862	Q2 1862	1862	*
21.02.1990	02.1990	Q1 1990	1990	*
24.10.1937	10.1937	Q4 1937	1937	*
11.09.1896	09.1896	Q3 1896	1896	*
28.05.1900	05.1900	Q2 1900	1900	*
17.04.2020	04.2020	Q2 2020	2020	*
14.07.1915	07.1915	Q3 1915	1915	*
06.01.1872	01.1872	Q1 1872	1872	*
22.03.1992	03.1992	Q1 1992	1992	*
01.11.1994	11.1994	Q4 1994	1994	*
28.02.1883	02.1883	Q1 1883	1883	*
18.12.2011	12.2011	Q4 2011	2011	*
02.09.1954	09.1954	Q3 1954	1954	*
30.06.1866	06.1866	Q2 1866	1866	*
16.02.1967	02.1967	Q1 1967	1967	*
19.02.1904	02.1904	Q1 1904	1904	*
17.07.1918	07.1918	Q3 1918	1918	*
21.01.2014	01.2014	Q1 2014	2014	*
04.2019	04.2019	Q2 2019	2019	*
29.04.1892	04.1892	Q2 1892	1892	*
20.06.1872	06.1872	Q2 1872	1872	*
11.06.1951	06.1951	Q2 1951	1951	*
24.04.1992	04.1992	Q2 1992	1992	*
25.03.1862	03.1862	Q1 1862	1862	*
18.12.1893	12.1893	Q4 1893	1893	*
17.02.1909	02.1909	Q1 1909	1909	*
07.07.1934	07.1934	Q3 1934	1934	*
10.03.1949	03.1949	Q1 1949	1949	*
02.02.1961	02.1961	Q1 1961	1961	*
09.03.1856	03.1856	Q1 1856	1856	*
25.09.1968	09.1968	Q3 1968	1968	*
05.08.1853	08.1853	Q3 1853	1853	*
18.01.1884	01.1884	Q1 1884	1884	*
28.09.1915	09.1915	Q3 1915	1915	*
23.04.1990	04.1990	Q2 1990	1990	*
22.12.1993	12.1993	Q4 1993	1993	*
21.10.1911	10.1911	Q4 1911	1911	*
24.06.1852	06.1852	Q2 1852	1852	*
09.11.1861	11.1861	Q4 1861	1861	*
28.12.1867	12.1867	Q4 1867	1867	*
22.01.1857	01.1857	Q1 1857	1857	*
07.02.1886	02.1886	Q1 1886	1886	*
23.06.1912	06.1912	Q2 1912	1912	*
11.10.1859	10.1859	Q4 1859	1859	*
16.04.1928	04.1928	Q2 1928	1928	*
02.03.1934	03.1934	Q1 1934	1934	*
25.09.1945	09.1945	Q3 1945	1945	*
23.07.1947	07.1947	Q3 1947	1947	*
23.02.1977	02.1977	Q1 1977	1977	*
Q3 2017	Q3 2017	Q3 2017	2017	*
21.12.1997	12.1997	Q4 1997	1997	*
21.07.1997	07.1997	Q3 1997	1997	*
05.05.1998	05.1998	Q2 1998	1998	*
10.06.1875	06.1875	Q2 1875	1875	*
11.1921	11.1921	Q4 1921	1921	*
24.11.1895	11.1895	Q4 1895	1895	*
21.09.1985	09.1985	Q3 1985	1985	*
24.12.1906	12.1906	Q4 1906	1906	*
16.06.1978	06.1978	Q2 1978	1978	*
17.09.1993	09.1993	Q3 1993	1993	*
08.06.2002	06.2002	Q2 2002	2002	*
16.05.2016	05.2016	Q2 2016	2016	*
03.03.2012	03.2012	Q1 2012	2012	*
29.10.1984	10.1984	Q4 1984	1984	*
17.12.1985	12.1985	Q4 1985	1985	*
15.03.1919	03.1919	Q1 1919	1919	*
29.01.1930	01.1930	Q1 1930	1930	*
16.03.1997	03.1997	Q1 1997	1997	*
06.11.1914	11.1914	Q4 1914	1914	*
20.11.1850	11.1850	Q4 1850	1850	*
03.12.1893	12.1893	Q4 1893	1893	*
02.01.1954	01.1954	Q1 1954	1954	*
20.01.1971	01.1971	Q1 1971	1971	*
27.02.1886	02.1886	Q1 1886	1886	*
31.07.1867	07.1867	Q3 1867	1867	*
18.12.1854	12.1854	Q4 1854	1854	*
04.09.1889	09.1889	Q3 1889	1889	*
18.09.1927	09.1927	Q3 1927	1927	*
28.06.1970	06.1970	Q2 1970	1970	*
02.06.1862	06.1862	Q2 1862	1862	*
15.09.2015	09.2015	Q3 2015	2015	*
13.11.1957	11.1957	Q4 1957	1957	*
28.03.1896	03.1896	Q1 1896	1896	*
12.02.1950	02.1950	Q1 1950	1950	*
11.01.2015	01.2015	Q1 2015	2015	*
03.10.2017	10.2017	Q4 2017	2017	*
03.03.1859	03.1859	Q1 1859	1859	*
10.03.1958	03.1958	Q1 1958	1958	*
17.05.1965	05.1965	Q2 1965	1965	*
01.06.1904	06.1904	Q2 1904	1904	*
15.09.1930	09.1930	Q3 1930	1930	*
01.10.1943	10.1943	Q4 1943	1943	*
26.08.2000	08.2000	Q3 2000	2000	*
25.06.2019	06.2019	Q2 2019	2019	*
07.11.1873	11.1873	Q4 1873	1873	*
21.09.1925	09.1925	Q3 1925	1925	*
23.06.1935	06.1935	Q2 1935	1935	*
26.03.1937	03.1937	Q1 1937	1937	*
08.04.1905	04.1905	Q2 1905	1905	*
08.10.1906	10.1906	Q4 1906	1906	*
18.02.1935	02.1935	Q1 1935	1935	*
05.12.2001	12.2001	Q4 2001	2001	*
14.02.1936	02.1936	Q1 1936	1936	*
15.04.1983	04.1983	Q2 1983	1983	*
22.02.1998	02.1998	Q1 1998	1998	*
04.01.1919	01.1919	Q1 1919	1919	*
21.07.1921	07.1921	Q3 1921	1921	*
01.05.1907	05.1907	Q2 1907	1907	*
12.06.2002	06.2002	Q2 2002	2002	*
29.06.2006	06.2006	Q2 2006	2006	*
21.02.1885	02.1885	Q1 1885	1885	*
10.04.1899	04.1899	Q2 1899	1899	*
21.06.1940	06.1940	Q2 1940	1940	*
24.12.1855	12.1855	Q4 1855	1855	*
29.12.1965	12.1965	Q4 1965	1965	*
29.12.1982	12.1982	Q4 1982	1982	*
03.08.1974	08.1974	Q3 1974	1974	*
28.11.1969	11.1969	Q4 1969	1969	*
09.05.1935	05.1935	Q2 1935	1935	*
18.08.2016	08.2016	Q3 2016	2016	*
06.07.1862	07.1862	Q3 1862	1862	*
05.10.1914	10.1914	Q4 1914	1914	*
29.09.1873	09.1873	Q3 1873	1873	*
05.1892	05.1892	Q2 1892	1892	*
13.01.1937	01.1937	Q1 1937	1937	*
03.06.1959	06.1959	Q2 1959	1959	*
12.02.1961	02.1961	Q1 1961	1961	*
23.04.1972	04.1972	Q2 1972	1972	*
08.07.1911	07.1911	Q3 1911	1911	*
16.12.1853	12.1853	Q4 1853	1853	*
30.01.1863	01.1863	Q1 1863	1863	*
12.1969	12.1969	Q4 1969	1969	*
14.05.1937	05.1937	Q2 1937	1937	*
24.10.1969	10.1969	Q4 1969	1969	*
14.06.1991	06.1991	Q2 1991	1991	*
21.06.1894	06.1894	Q2 1894	1894	*
29.06.1907	06.1907	Q2 1907	1907	*
29.05.1958	05.1958	Q2 1958	1958	*
16.07.1976	07.1976	Q3 1976	1976	*
23.07.1907	07.1907	Q3 1907	1907	*
05.11.1905	11.1905	Q4 1905	1905	*
Q1 1911	Q1 1911	Q1 1911	1911	*
29.01.1957	01.1957	Q1 1957	1957	*
Q4 1961	Q4 1961	Q4 1961	1961	*
16.08.1977	08.1977	Q3 1977	1977	*
23.02.1925	02.1925	Q1 1925	1925	*
14.07.2021	07.2021	Q3 2021	2021	*
13.11.1982	11.1982	Q4 1982	1982	*
26.07.1862	07.1862	Q3 1862	1862	*
27.08.1868	08.1868	Q3 1868	1868	*
17.11.1963	11.1963	Q4 1963	1963	*
14.01.1999	01.1999	Q1 1999	1999	*
01.11.1862	11.1862	Q4 1862	1862	*
09.07.1871	07.1871	Q3 1871	1871	*
19.04.1858	04.1858	Q2 1858	1858	*
16.08.1862	08.1862	Q3 1862	1862	*
16.07.1866	07.1866	Q3 1866	1866	*
23.12.1875	12.1875	Q4 1875	1875	*
16.08.1984	08.1984	Q3 1984	1984	*
28.03.1997	03.1997	Q1 1997	1997	*
28.11.1913	11.1913	Q4 1913	1913	*
01.10.1909	10.1909	Q4 1909	1909	*
18.11.1899	11.1899	Q4 1899	1899	*
23.09.2008	09.2008	Q3 2008	2008	*
28.02.2009	02.2009	Q1 2009	2009	*
10.11.1936	11.1936	Q4 1936	1936	*
30.12.1879	12.1879	Q4 1879	1879	*
01.12.1915	12.1915	Q4 1915	1915	*
21.09.1972	09.1972	Q3 1972	1972	*
12.03.1886	03.1886	Q1 1886	1886	*
19.10.1974	10.1974	Q4 1974	1974	*
18.08.2015	08.2015	Q3 2015	2015	*
02.1915	02.1915	Q1 1915	1915	*
25.06.2001	06.2001	Q2 2001	2001	*
31.01.1908	01.1908	Q1 1908	1908	*
26.02.1909	02.1909	Q1 1909	1909	*
28.01.1983	01.1983	Q1 1983	1983	*
26.12.1857	12.1857	Q4 1857	1857	*
26.12.1973	12.1973	Q4 1973	1973	*
09.08.2007	08.2007	Q3 2007	2007	*
Q2 2009	Q2 2009	Q2 2009	2009	*
22.12.2016	12.2016	Q4 2016	2016	*
02.06.1921	06.1921	Q2 1921	1921	*
19.05.2015	05.2015	Q2 2015	2015	*
22.05.1903	05.1903	Q2 1903	1903	*
11.08.1914	08.1914	Q3 1914	1914	*
24.10.1936	10.1936	Q4 1936	1936	*
19.05.1905	05.1905	Q2 1905	1905	*
26.07.1963	07.1963	Q3 1963	1963	*
24.11.1894	11.1894	Q4 1894	1894	*
10.03.1971	03.1971	Q1 1971	1971	*
16.04.2000	04.2000	Q2 2000	2000	*
21.10.1978	10.1978	Q4 1978	1978	*
14.10.2021	10.2021	Q4 2021	2021	*
25.01.1907	01.1907	Q1 1907	1907	*
15.01.1933	01.1933	Q1 1933	1933	*
15.10.1968	10.1968	Q4 1968	1968	*
12.02.1963	02.1963	Q1 1963	1963	*
27.10.1886	10.1886	Q4 1886	1886	*
02.05.2010	05.2010	Q2 2010	2010	*
26.04.1861	04.1861	Q2 1861	1861	*
06.05.1911	05.1911	Q2 1911	1911	*
15.11.1914	11.1914	Q4 1914	1914	*
19.01.1936	01.1936	Q1 1936	1936	*
23.04.2014	04.2014	Q2 2014	2014	*
02.01.1939	01.1939	Q1 1939	1939	*
12.11.1934	11.1934	Q4 1934	1934	*
04.09.1869	09.1869	Q3 1869	1869	*
12.01.1993	01.1993	Q1 1993	1993	*
01.10.1906	10.1906	Q4 1906	1906	*
21.06.1854	06.1854	Q2 1854	1854	*
04.07.1910	07.1910	Q3 1910	1910	*
29.08.1924	08.1924	Q3 1924	1924	*
09.12.2000	12.2000	Q4 2000	2000	*
16.09.1890	09.1890	Q3 1890	1890	*
14.01.1940	01.1940	Q1 1940	1940	*
24.08.1922	08.1922	Q3 1922	1922	*
21.11.1946	11.1946	Q4 1946	1946	*
05.11.1885	11.1885	Q4 1885	1885	*
20.04.1907	04.1907	Q2 1907	1907	*
18.07.1976	07.1976	Q3 1976	1976	*
07.01.1998	01.1998	Q1 1998	1998	*
27.07.2011	07.2011	Q3 2011	2011	*
20.11.1930	11.1930	Q4 1930	1930	*
10.06.1985	06.1985	Q2 1985	1985	*
05.12.1872	12.1872	Q4 1872	1872	*
12.10.2009	10.2009	Q4 2009	2009	*
07.04.1945	04.1945	Q2 1945	1945	*
27.03.1991	03.1991	Q1 1991	1991	*
29.11.1877	11.1877	Q4 1877	1877	*
12.1935	12.1935	Q4 1935	1935	*
15.01.2019	01.2019	Q1 2019	2019	*
17.03.1889	03.1889	Q1 1889	1889	*
18.01.1945	01.1945	Q1 1945	1945	*
09.01.1906	01.1906	Q1 1906	1906	*
01.11.1991	11.1991	Q4 1991	1991	*
