L0	L1	L2
006804306286M8	00680430000001	00680000000000
007102932900M8	00710293000001	00710000000000
5505	0714	0074
003703533630M8	00370353000001	00370000000000
003704315812M8	00370431000001	00370000000000
007407148493M8	00740714000001	00740000000000
3074	0272	0060
1021	0317	0071
1437	0668	0071
6689	0480	0084
008709173903M8	00870917000001	00870000000000
6884	0283	0079
006009282635M8	00600928000001	00600000000000
2835	0293	0071
2049	0793	0079
1321	0141	0037
006001914437M8	00600191000001	00600000000000
008709177292M8	00870917000001	00870000000000
1888	0899	0084
4927	0255	0052
1873	0205	0039
003902051873M8	00390205000001	00390000000000
008709172653M8	00870917000001	00870000000000
2316	0430	0068
005208346995M8	00520834000001	00520000000000
2578	0205	0039
8424	0353	0037
008406157240M8	00840615000001	00840000000000
4425	0732	0087
1626	0732	0087
6158	0928	0060
008709174490M8	00870917000001	00870000000000
006007928754M8	00600792000001	00600000000000
3233	0586	0079
008406157415M8	00840615000001	00840000000000
9742	0430	0068
003706511994M8	00370651000001	00370000000000
6943	0557	0081
007407145080M8	00740714000001	00740000000000
006804309141M8	00680430000001	00680000000000
7826	0714	0074
1861	0698	0087
1796	0917	0087
8185	0714	0074
003902054780M8	00390205000001	00390000000000
007102934248M8	00710293000001	00710000000000
006009285333M8	00600928000001	00600000000000
006406221885M8	00640622000001	00640000000000
007407144700M8	00740714000001	00740000000000
8859	0714	0074
6391	0130	0045
00370338000001	00370338000001	00370000000000
007407143817M8	00740714000001	00740000000000
007407141389M8	00740714000001	00740000000000
1582	0247	0050
5524	0478	0074
5087	0714	0074
5023	0247	0050
2819	0247	0050
003701411046M8	00370141000001	00370000000000
006806249669M8	00680624000001	00680000000000
2665	0732	0087
006009281476M8	00600928000001	00600000000000
3739	0430	0068
3359	0732	0087
003706532763V8	00370653000001	00370000000000
6582	0803	0045
003701417693M8	00370141000001	00370000000000
006009033610M8	00600903000001	00600000000000
3135	0441	0056
1705	0708	0064
4567	0618	0050
005601843361M8	00560184000001	00560000000000
006407089224M8	00640708000001	00640000000000
5217	0130	0045
7411	0698	0087
8697	0714	0074
003902052959M8	00390205000001	00390000000000
003902054319M8	00390205000001	00390000000000
008709177576M8	00870917000001	00870000000000
2551	0917	0087
006406224938M8	00640622000001	00640000000000
005002475817M8	00500247000001	00500000000000
005004869181M8	00500486000001	00500000000000
4685	0586	0079
3268	0317	0071
006806386113M8	00680638000001	00680000000000
007404787601M8	00740478000001	00740000000000
006009281521M8	00600928000001	00600000000000
6797	0890	0037
008105573864M8	00810557000001	00810000000000
7596	0714	0074
2516	0698	0087
1356	0615	0084
3946	0698	0087
6632	0917	0087
7624	0283	0079
007404785243M8	00740478000001	00740000000000
008408995647M8	00840899000001	00840000000000
008406154925M8	00840615000001	00840000000000
1313	0714	0074
9331	0899	0084
5649	0205	0039
008105576417M7	00810557000001	00810000000000
7637	0486	0050
003702451691M8	00370245000001	00370000000000
005604414400M8	00560441000001	00560000000000
2651	0430	0068
2856	0824	0081
1779	0338	0037
004502517677M8	00450251000001	00450000000000
008108554677M8	00810855000001	00810000000000
9827	0141	0037
003702452100V8	00370245000001	00370000000000
003703533714M7	00370353000001	00370000000000
003902055360M8	00390205000001	00390000000000
3412	0171	0079
003707840298L6	003707840000L4	00370000000000
006009033803M8	00600903000001	00600000000000
005601844426M8	00560184000001	00560000000000
6302	0430	0068
5215	0255	0052
7039	0890	0037
006804302349M8	00680430000001	00680000000000
9292	0899	0084
8459	0732	0087
007901715957M8	00790171000001	00790000000000
6062	0431	0037
007407143916M7	00740714000001	00740000000000
2033	0615	0084
9444	0514	0045
006009032675M8	00600903000001	00600000000000
007407143106M8	00740714000001	00740000000000
006804303552M8	00680430000001	00680000000000
007905863425M8	00790586000001	00790000000000
4626	0255	0052
006806246518M8	00680624000001	00680000000000
007907966918M8	00790796000001	00790000000000
003703531363M8	00370353000001	00370000000000
9359	0502	0071
005202556360M8	00520255000001	00520000000000
006802145984M8	00680214000001	00680000000000
008706987436M8	00870698000001	00870000000000
008108559710M7	00810855000001	00810000000000
006806387967M8	00680638000001	00680000000000
6179	0698	0087
5413	0441	0056
1472	0514	0045
3554	0255	0052
3061	0712	0068
006804303082M8	00680430000001	00680000000000
8450	0725	0037
3889	0441	0056
007105023307M8	00710502000001	00710000000000
6682	0486	0050
006806244617M8	00680624000001	00680000000000
007103171715M8	00710317000001	00710000000000
5104	0890	0037
1010	0291	0079
007901713738M8	00790171000001	00790000000000
4351	0184	0056
003902057554M8	00390205000001	00390000000000
006002721897M7	00600272000001	00600000000000
9158	0714	0074
7157	0255	0052
1242	0661	0060
2420	0803	0045
2717	0586	0079
005004862503M8	00500486000001	00500000000000
007905868335M8	00790586000001	00790000000000
3197	0732	0087
6096	0430	0068
9211	0171	0079
006804301757M8	00680430000001	00680000000000
007106682845M8	00710668000001	00710000000000
007407142397M8	00740714000001	00740000000000
2051	0442	0045
6172	0442	0045
007105025280M3	00710502000001	00710000000000
006406221081M8	00640622000001	00640000000000
005202551567M8	00520255000001	00520000000000
006406223469M8	00640622000001	00640000000000
7875	0907	0056
005609077845M8	00560907000001	00560000000000
006009283367M8	00600928000001	00600000000000
007407142022M8	00740714000001	00740000000000
6045	0732	0087
007102935922M8	00710293000001	00710000000000
8108	0901	0060
3333	0917	0087
008706986015M8	00870698000001	00870000000000
005202553282M8	00520255000001	00520000000000
00640000000000	00640000000000	00640000000000
2427	0725	0037
007407142239M8	00740714000001	00740000000000
008707329194M8	00870732000001	00870000000000
2823	0714	0074
005202559755M8	00520255000001	00520000000000
008706988284M8	00870698000001	00870000000000
006402844707M8	00640284000001	00640000000000
008709171860M8	00870917000001	00870000000000
2212	0917	0087
6234	0855	0081
008709176107M8	00870917000001	00870000000000
5025	0714	0074
0037	0037	0037
006006612741M8	00600661000001	00600000000000
4120	0480	0084
8634	0142	0087
5807	0586	0079
007407144509M8	00740714000001	00740000000000
9194	0732	0087
2710	0793	0079
006009286230M8	00600928000001	00600000000000
3644	0130	0045
006804306827M8	00680430000001	00680000000000
006406229072M8	00640622000001	00640000000000
3431	0714	0074
007407145890M8	00740714000001	00740000000000
9275	0714	0074
9004	0917	0087
0291	0291	0079
3125	0142	0087
3361	0184	0056
2172	0917	0087
5957	0171	0079
003902055728M8	00390205000001	00390000000000
006806381602M8	00680638000001	00680000000000
007407145220M8	00740714000001	00740000000000
6897	0615	0084
006007927198M8	00600792000001	00600000000000
007905864685M8	00790586000001	00790000000000
4938	0622	0064
006808097529M8	00680809000001	00680000000000
006407086066M8	00640708000001	00640000000000
2879	0430	0068
2570	0899	0084
7584	0714	0074
005604411760M8	00560441000001	00560000000000
008706984277M8	00870698000001	00870000000000
6530	0293	0071
005601841624M8	00560184000001	00560000000000
8870	0714	0074
8576	0205	0039
007105024143M8	00710502000001	00710000000000
007102932903M7	00710293000001	00710000000000
4104	0712	0068
005208347095M8	00520834000001	00520000000000
006804308663M8	00680430000001	00680000000000
8104	0130	0045
7396	0141	0037
008706984954M7	00870698000001	00870000000000
003707256308M8	00370725000001	00370000000000
006402848932M8	00640284000001	00640000000000
3567	0732	0087
007904322459M8	00790432000001	00790000000000
6167	0284	0064
2927	0431	0037
006804304820M8	00680430000001	00680000000000
6382	0928	0060
5789	0141	0037
6462	0184	0056
005002473778M8	00500247000001	00500000000000
006009016829M8	00600901000001	00600000000000
1364	0714	0074
007901713639M8	00790171000001	00790000000000
006804308830M8	00680430000001	00680000000000
007902911010M8	00790291000001	00790000000000
3922	0714	0074
008404806689M8	00840480000001	00840000000000
3801	0618	0050
6716	0928	0060
6402	0255	0052
003902055298M8	00390205000001	00390000000000
3954	0557	0081
006009015212M8	00600901000001	00600000000000
2367	0291	0079
005601842472M8	00560184000001	00560000000000
007106681230M7	00710668000001	00710000000000
003703383829M8	00370338000001	00370000000000
7595	0708	0064
007407142103M8	00740714000001	00740000000000
5320	0928	0060
006407085269M8	00640708000001	00640000000000
006407082252M8	00640708000001	00640000000000
008709172184M8	00870917000001	00870000000000
8652	0714	0074
003902055514M8	00390205000001	00390000000000
003707253195M8	00370725000001	00370000000000
006804302946M8	00680430000001	00680000000000
9206	0714	0074
007902912367M8	00790291000001	00790000000000
1841	0205	0039
9645	0586	0079
005601846413M8	00560184000001	00560000000000
3728	0698	0087
007407146614M8	00740714000001	00740000000000
006802146194M8	00680214000001	00680000000000
004505144884M8	00450514000001	00450000000000
007105026624M8	00710502000001	00710000000000
3055	0353	0037
3087	0855	0081
5792	0714	0074
008108557005M8	00810855000001	00810000000000
7548	0205	0039
9449	0272	0060
1461	0899	0084
005205673442M8	00520567000001	00520000000000
1391	0653	0037
006001913918M8	00600191000001	00600000000000
008408993396M8	00840899000001	00840000000000
4370	0480	0084
7321	0698	0087
2377	0653	0037
003707197056M8	00370719000001	00370000000000
9011	0441	0056
3649	0917	0087
4808	0638	0068
007907962829M8	00790796000001	00790000000000
2620	0714	0074
3271	0205	0039
008709172511M8	00870917000001	00870000000000
8797	0732	0087
007407141348M8	00740714000001	00740000000000
008706989307M8	00870698000001	00870000000000
7170	0732	0087
006806389524M8	00680638000001	00680000000000
8714	0824	0081
003902056908M8	00390205000001	00390000000000
9564	0917	0087
006407087151M8	00640708000001	00640000000000
006002727456M8	00600272000001	00600000000000
006009282080M8	00600928000001	00600000000000
007407144834M8	00740714000001	00740000000000
9192	0430	0068
005601847036M8	00560184000001	00560000000000
007407148227M8	00740714000001	00740000000000
9626	0899	0084
006804309388M7	00680430000001	00680000000000
008406152175M8	00840615000001	00840000000000
6201	0809	0068
008404806335M8	00840480000001	00840000000000
7843	0917	0087
005202554927M8	00520255000001	00520000000000
5997	0245	0037
1193	0901	0060
006804304847M8	00680430000001	00680000000000
2476	0272	0060
005006186280M8	00500618000001	00500000000000
7614	0796	0079
006009012941M8	00600901000001	00600000000000
2045	0431	0037
4085	0283	0079
007105028283M8	00710502000001	00710000000000
3462	0917	0087
007901715138M8	00790171000001	00790000000000
9373	0732	0087
7146	0698	0087
9131	0698	0087
1629	0442	0045
4847	0430	0068
007106689831M8	00710668000001	00710000000000
3585	0283	0079
008707325914M8	00870732000001	00870000000000
2874	0714	0074
4075	0725	0037
003707198472M8	00370719000001	00370000000000
008706982008M8	00870698000001	00870000000000
2812	0142	0087
4376	0171	0079
006407085857M8	00640708000001	00640000000000
6567	0661	0060
003703055824M8	00370305000001	00370000000000
004501304374M8	00450130000001	00450000000000
7152	0732	0087
2802	0130	0045
008706989643M8	00870698000001	00870000000000
007905866111M8	00790586000001	00790000000000
8232	0502	0071
007106681805M8	00710668000001	00710000000000
006406228028M8	00640622000001	00640000000000
6150	0142	0087
003707251975M8	00370725000001	00370000000000
9664	0708	0064
006009031405M8	00600903000001	00600000000000
4878	0431	0037
003902052650M8	00390205000001	00390000000000
5831	0478	0074
6994	0283	0079
004508039455M7	00450803000001	00450000000000
006806381802M8	00680638000001	00680000000000
3017	0272	0060
4717	0725	0037
4384	0624	0068
4163	0430	0068
2554	0698	0087
008707327152M8	00870732000001	00870000000000
2003	0732	0087
008707324710M8	00870732000001	00870000000000
4661	0714	0074
008108243124M8	00810824000001	00810000000000
008408993185M8	00840899000001	00840000000000
9629	0714	0074
007106686533M8	00710668000001	00710000000000
6995	0834	0052
005004865367M8	00500486000001	00500000000000
008408996007M8	00840899000001	00840000000000
003702452009M8	00370245000001	00370000000000
3684	0834	0052
7508	0567	0052
008108244390M8	00810824000001	00810000000000
006806247723M8	00680624000001	00680000000000
007105025921M8	00710502000001	00710000000000
00600928000001	00600928000001	00600000000000
9568	0184	0056
005006181652M8	00500618000001	00500000000000
7880	0305	0037
003902051952M8	00390205000001	00390000000000
003702453301M8	00370245000001	00370000000000
8072	0214	0068
008707323609M8	00870732000001	00870000000000
007407144581M8	00740714000001	00740000000000
4468	0622	0064
007907967614M8	00790796000001	00790000000000
2959	0205	0039
3323	0586	0079
008709175943M8	00870917000001	00870000000000
2147	0502	0071
003902059327M8	00390205000001	00390000000000
008408996090M8	00840899000001	00840000000000
005601849853M8	00560184000001	00560000000000
4470	0792	0060
008709173944M8	00870917000001	00870000000000
8162	0205	0039
005002472403M8	00500247000001	00500000000000
7064	0430	0068
005601841119M8	00560184000001	00560000000000
007407147658M8	00740714000001	00740000000000
003702452299M8	00370245000001	00370000000000
6140	0317	0071
008707328359M8	00870732000001	00870000000000
4754	0714	0074
4672	0141	0037
7532	0430	0068
7043	0586	0079
005202552395M8	00520255000001	00520000000000
008706982708M8	00870698000001	00870000000000
9043	0272	0060
4025	0205	0039
8126	0890	0037
8632	0283	0079
1791	0698	0087
7009	0205	0039
7085	0317	0071
2523	0247	0050
005006181137M8	00500618000001	00500000000000
004504421629M8	00450442000001	00450000000000
006009013252M8	00600901000001	00600000000000
007105026800M8	00710502000001	00710000000000
6780	0255	0052
007407147596M8	00740714000001	00740000000000
2129	0486	0050
1993	0796	0079
4160	0698	0087
004501305677M8	00450130000001	00450000000000
9261	0698	0087
9437	0618	0050
1172	0917	0087
005202553886M7	00520255000001	00520000000000
7358	0792	0060
005604416599M8	00560441000001	00560000000000
8393	0130	0045
008108555096M8	00810855000001	00810000000000
8939	0502	0071
008706986938M8	00870698000001	00870000000000
6518	0624	0068
6887	0855	0081
7223	0478	0074
008707324297M8	00870732000001	00870000000000
1184	0141	0037
7232	0247	0050
2148	0714	0074
006402845557M8	00640284000001	00640000000000
008408995872M8	00840899000001	00840000000000
3991	0917	0087
003707196739M8	00370719000001	00370000000000
3562	0803	0045
005604418405M8	00560441000001	00560000000000
006009011193M8	00600901000001	00600000000000
2180	0205	0039
7611	0899	0084
6198	0305	0037
2206	0698	0087
3261	0661	0060
4589	0901	0060
4792	0624	0068
8509	0502	0071
1609	0622	0064
6330	0824	0081
8677	0668	0071
5337	0586	0079
007407149093M8	00740714000001	00740000000000
8731	0653	0037
3752	0142	0087
6255	0917	0087
007905866902M8	00790586000001	00790000000000
9475	0442	0045
3202	0661	0060
005601845216M8	00560184000001	00560000000000
007902833239M8	00790283000001	00790000000000
